,is_talking,absolute_pitch,relative_pitch,is_voiced,intensity
639,False,-0.38,-0.280,False,6.9878488
640,False,-0.38,-0.230,False,1.0680907
641,False,0.28,-0.240,False,3.3286362
642,False,0.49,-0.500,False,3.4903917
643,False,-0.38,-0.480,False,6.023966
644,False,-0.06,-0.340,False,7.6488914
645,False,-0.38,-0.370,False,8.746813
646,False,-0.38,0.070,False,4.3963213
647,False,-0.38,-0.240,False,2.2566824
648,False,0.37,-0.390,False,1.1951455
649,False,-0.38,-0.150,False,1.9860421
650,False,-0.38,-0.480,False,0.08470714
651,False,0.12,-0.320,False,-3.4889379
652,False,0.08999999999999997,-0.500,False,16.034103
653,False,-0.38,-0.260,False,26.520327
654,True,-0.38,-0.500,True,24.641575
655,True,-0.38,0.050,True,20.40244
656,True,-0.38,-0.300,True,21.05606
657,True,-0.38,-0.280,True,17.729752
658,True,-0.38,-0.300,True,16.945538
659,True,-0.38,-0.240,True,22.983122
660,True,-0.47,0.410,True,5.3770285
661,True,-0.38,-0.310,False,14.690413
662,True,-0.44,-0.340,False,9.892269
663,True,-0.38,-0.200,True,23.156225
664,True,-0.38,-0.430,True,24.642553
665,True,-0.38,0.070,True,22.583818
666,False,0.21999999999999997,-0.300,False,1.3696383
667,False,-0.42,-0.200,False,3.2383838
668,False,0.45000000000000007,-0.430,False,3.4572566
669,False,-0.38,-0.430,False,3.1665955
670,False,-0.38,-0.460,False,3.7387614
671,False,-0.38,-0.430,False,0.4050772
672,False,-0.38,-0.450,False,0.21413764
673,False,-0.38,-0.350,False,3.3119063
674,False,-0.38,-0.140,False,-1.1752018
675,False,-0.38,-0.450,False,-0.9600862
676,False,-0.38,-0.210,False,-3.0287745
677,False,-0.38,-0.420,False,-2.3744674
678,False,0.14,-0.420,False,-0.9972792
679,False,-0.45,0.390,False,3.6747022
680,False,-0.38,0.470,False,1.4220942
681,False,-0.38,-0.230,False,0.6410784
682,False,-0.38,0.010,False,0.39018926
683,False,-0.38,-0.470,False,0.14153741
684,False,-0.38,-0.480,False,6.1654816
685,False,-0.38,-0.460,False,2.09744
686,False,-0.38,-0.010,False,2.3727586
687,False,-0.38,-0.240,False,-1.7789092
688,False,-0.38,-0.490,False,0.7096105
689,False,-0.38,0.450,False,3.5908854
690,False,-0.38,-0.390,False,0.43033773
691,False,-0.38,-0.340,False,6.555772
692,False,-0.45,-0.370,False,5.927039
693,False,-0.38,0.200,False,7.286439
694,False,-0.3,-0.450,False,8.506315
695,False,-0.38,-0.410,False,4.258304
696,False,-0.38,-0.440,False,6.331953
697,False,-0.38,-0.470,False,5.232174
698,False,-0.43,-0.490,False,-0.5174386
699,False,-0.38,-0.500,False,5.036907
700,False,-0.38,-0.270,False,5.6081843
701,False,-0.38,-0.470,False,6.493783
702,False,-0.38,-0.240,False,12.31983
703,False,-0.38,-0.040,False,11.105597
704,False,-0.38,-0.390,False,9.119134
705,False,-0.38,-0.460,False,9.132337
706,False,-0.42,-0.400,False,13.711964
707,False,-0.42,-0.500,False,15.542337
708,False,-0.38,-0.490,False,15.052147
709,False,-0.38,-0.340,False,14.033419
710,False,-0.38,-0.380,False,15.37196
711,False,-0.43,-0.390,False,4.7589645
712,False,-0.49,-0.380,False,2.535521
713,False,-0.38,-0.460,False,2.5342023
714,False,-0.38,-0.240,False,0.025144663
715,False,0.19000000000000006,0.270,False,0.26947278
716,False,-0.38,0.000,False,2.751312
717,False,-0.38,0.080,False,0.27568427
718,False,-0.38,-0.320,False,-0.5336458
719,False,-0.38,-0.170,False,3.0329263
720,False,-0.5,-0.200,False,4.464708
721,False,-0.38,0.420,False,0.42712188
722,False,-0.38,-0.420,False,0.94797105
723,False,-0.38,-0.060,False,-2.007204
724,False,-0.38,0.000,False,1.1502056
725,False,-0.38,-0.230,False,-5.067181
726,False,0.27,-0.290,False,-0.7503419
727,False,-0.46,-0.300,False,3.8338885
728,False,-0.38,-0.490,False,-2.4532704
729,False,-0.38,0.320,False,0.34038368
730,False,-0.38,-0.320,False,0.193856
731,False,-0.38,-0.270,False,1.9134121
732,False,-0.5,-0.170,False,-2.3167598
733,False,0.42000000000000004,-0.410,False,-0.06789437
734,False,-0.38,-0.490,False,-0.8977605
735,False,-0.38,-0.500,False,2.0417204
736,False,-0.38,-0.420,False,2.1768131
737,False,-0.38,-0.440,False,2.9303954
738,False,-0.38,0.300,False,-3.0100117
739,False,0.31000000000000005,-0.460,False,-1.2506256
740,False,-0.38,-0.100,False,2.3872151
741,False,-0.38,-0.470,False,1.632083
742,False,-0.38,0.120,False,5.5587487
743,False,-0.38,-0.380,False,1.2673371
744,False,-0.38,-0.390,False,1.6394129
745,False,-0.38,0.140,False,4.158124
746,False,-0.38,-0.020,False,-2.0701084
747,False,-0.38,-0.440,False,0.2797307
748,False,-0.41000000000000003,0.490,False,1.9802095
749,False,-0.38,-0.500,False,-0.25831622
750,False,-0.38,-0.420,False,-0.05474241
751,False,-0.49,-0.500,False,-0.7633549
752,False,-0.38,-0.380,False,-3.0547235
753,False,-0.38,-0.400,False,1.5849893
754,False,-0.38,-0.490,False,-1.4702522
755,False,-0.38,-0.320,False,0.020701809
756,False,-0.42,-0.430,False,5.3940845
757,False,-0.38,-0.490,False,-3.8846898
758,False,-0.38,0.070,False,3.926072
759,False,-0.38,-0.270,False,1.3255317
760,False,0.48,-0.240,False,5.705752
761,False,-0.38,-0.500,False,-3.5439463
762,False,-0.46,-0.210,False,-1.0410684
763,False,-0.38,0.240,False,6.798139
764,False,-0.38,-0.350,False,2.827331
765,False,-0.38,-0.480,False,0.97848225
766,False,-0.38,0.350,False,1.9733613
767,False,-0.38,-0.460,False,6.5108767
768,False,-0.38,-0.450,False,4.8778877
769,False,-0.38,-0.470,False,9.03796
770,False,-0.38,-0.470,False,9.864292
771,False,-0.38,-0.440,False,14.819096
772,False,-0.38,-0.300,False,11.645566
773,False,-0.38,-0.270,False,11.105158
774,False,-0.38,-0.400,False,6.954677
775,False,-0.38,-0.460,False,14.417939
776,False,0.44000000000000006,-0.300,False,0.31692055
777,False,-0.38,-0.030,False,4.3381386
778,False,-0.38,-0.410,False,24.469519
779,False,-0.38,-0.450,False,28.727238
780,False,-0.38,-0.400,False,30.553192
781,True,-0.38,-0.490,True,31.27352
782,True,-0.38,-0.460,True,30.325794
783,True,-0.38,-0.280,True,31.497528
784,True,-0.38,-0.460,True,33.55074
785,True,-0.48,-0.490,True,30.032389
786,False,-0.38,-0.360,False,7.6820416
787,False,-0.38,-0.290,False,10.061916
788,False,-0.38,-0.070,False,12.083963
789,False,-0.38,-0.450,False,13.202124
790,False,-0.38,-0.110,False,5.089131
791,False,-0.46,-0.020,False,4.1756783
792,False,-0.38,-0.440,False,5.6539288
793,False,-0.38,-0.360,False,6.480794
794,False,-0.38,-0.450,False,4.5772095
795,False,-0.38,0.220,False,2.5415916
796,False,-0.45,-0.260,False,3.0972185
797,False,-0.48,-0.270,False,1.1051111
798,False,-0.38,-0.470,False,0.53281957
799,False,-0.38,-0.420,False,-3.0551295
